sku_id,category,subcategory,date,on_hand_units,on_order_units,lead_time_days,reorder_point,lead_time_demand,forecast_horizon_demand,forecast_horizon_lower,forecast_horizon_upper,available_units,stockout_required_units,stockout_gap_units,overstock_threshold_units,excess_units,stockout_risk,overstock_risk,decision_quadrant,recommended_action,unit_cost,list_price,sales_at_risk_rupees,locked_capital_rupees,priority_value_rupees,stockout_score_units,overstock_score_units
SKU04729,Electronics & Accessories,Batteries,2025-09-01,410,0,7,97,5.2398508918868005,73.6206952491151,0.0,187.10866991484951,410,102.2398508918868,0.0,110.43104287367265,299.56895712632735,False,True,Markdown / Clear,Review markdown / clearance,1237.64,1746.02,0.0,370758.5240978278,370758.5240978278,0.0,299.56895712632735
SKU03634,Apparel & Footwear,Footwear,2025-08-28,373,0,7,65,4.543710687701493,75.50154730792465,0.0,188.98952197365907,373,69.54371068770149,0.0,113.25232096188698,259.747679038113,False,True,Markdown / Clear,Review markdown / clearance,1426.85,2372.1,0.0,370620.97583553154,370620.97583553154,0.0,259.747679038113
SKU03053,Apparel & Footwear,Kids Wear,2025-10-12,0,45,7,45,86.74887773380702,1188.553203547013,1083.8151534219694,1302.0411782127474,45,131.74887773380703,86.74887773380703,1782.8298053205194,0.0,True,False,Reorder Now,Raise replenishment order,3149.1,4086.72,354518.37361230387,0.0,354518.37361230387,86.74887773380703,0.0
SKU04236,Electronics & Accessories,Small Appliances,2025-08-31,403,0,7,91,5.380983608457927,78.88214987889012,0.0,192.37012454462453,403,96.38098360845792,0.0,118.32322481833518,284.6767751816648,False,True,Markdown / Clear,Review markdown / clearance,1215.6,1751.93,0.0,346053.08791083173,346053.08791083173,0.0,284.6767751816648
SKU04747,Home & Kitchen,Home Decor,2025-08-31,541,0,7,132,4.948162849928866,74.56576334235653,0.0,188.05373800809093,541,136.94816284992888,0.0,111.84864501353479,429.1513549864652,False,True,Markdown / Clear,Review markdown / clearance,803.55,1085.05,0.0,344844.5712993741,344844.5712993741,0.0,429.1513549864652
SKU00075,Electronics & Accessories,Batteries,2025-11-21,261,0,7,95,5.553759245302461,78.20421502991985,0.0,191.69218969565424,261,100.55375924530246,0.0,117.30632254487978,143.69367745512022,False,True,Markdown / Clear,Review markdown / clearance,2393.21,3697.58,0.0,343889.1458223683,343889.1458223683,0.0,143.69367745512022
SKU03230,Personal Care,Oral Care,2025-08-31,835,0,7,174,5.458071054155869,74.15121095554099,0.0,187.6391856212754,835,179.45807105415588,0.0,111.22681643331148,723.7731835666885,False,True,Markdown / Clear,Review markdown / clearance,464.36,622.02,0.0,336091.3155210275,336091.3155210275,0.0,723.7731835666885
SKU03089,Home & Kitchen,Storage & Containers,2025-09-02,386,0,7,83,4.91481732257725,69.81943950779613,0.0,183.30741417353053,386,87.91481732257725,0.0,104.7291592616942,281.27084073830576,False,True,Markdown / Clear,Review markdown / clearance,1178.03,1571.55,0.0,331345.4885149463,331345.4885149463,0.0,281.27084073830576
SKU00507,Apparel & Footwear,Footwear,2025-08-31,402,0,7,86,5.393076798718446,76.91425552482518,0.0,190.40223019055958,402,91.39307679871844,0.0,115.37138328723776,286.6286167127622,False,True,Markdown / Clear,Review markdown / clearance,1152.62,1588.92,0.0,330373.87619546393,330373.87619546393,0.0,286.6286167127622
SKU00401,Apparel & Footwear,Kids Wear,2025-09-01,588,0,7,140,5.397192177254238,75.70348584500755,0.0,189.19146051074196,588,145.39719217725423,0.0,113.55522876751132,474.4447712324887,False,True,Markdown / Clear,Review markdown / clearance,684.96,1129.62,0.0,324975.69050340547,324975.69050340547,0.0,474.4447712324887
SKU03602,Apparel & Footwear,Men's Wear,2025-09-02,386,0,7,93,5.52260972883399,78.41977317613726,0.0,191.90774784187167,386,98.52260972883398,0.0,117.62965976420588,268.3703402357941,False,True,Markdown / Clear,Review markdown / clearance,1183.22,1565.25,0.0,317541.15397379635,317541.15397379635,0.0,268.3703402357941
SKU02541,Electronics & Accessories,Small Appliances,2025-08-31,318,0,7,96,5.749206523631705,76.79327320049936,0.0,190.28124786623377,318,101.7492065236317,0.0,115.18990980074904,202.81009019925096,False,True,Markdown / Clear,Review markdown / clearance,1551.99,2807.09,0.0,314759.2318883355,314759.2318883355,0.0,202.81009019925096
SKU02471,Home & Kitchen,Home Decor,2025-08-31,404,0,7,81,5.057149544750005,73.96218419753029,0.0,187.45015886326468,404,86.05714954475,0.0,110.94327629629544,293.05672370370456,False,True,Markdown / Clear,Review markdown / clearance,1039.93,1364.83,0.0,304758.4786811935,304758.4786811935,0.0,293.05672370370456
SKU02421,Apparel & Footwear,Kids Wear,2025-08-30,298,0,7,50,5.34977347316423,73.91930092855007,0.0,187.40727559428447,298,55.349773473164234,0.0,110.87895139282512,187.12104860717488,False,True,Markdown / Clear,Review markdown / clearance,1612.38,2671.52,0.0,301710.23635323666,301710.23635323666,0.0,187.12104860717488
SKU00371,Personal Care,Oral Care,2025-09-02,909,0,7,174,5.076480145134975,72.28717530584638,0.0,185.7751499715808,909,179.07648014513498,0.0,108.43076295876956,800.5692370412304,False,True,Markdown / Clear,Review markdown / clearance,373.02,515.75,0.0,298628.33680111973,298628.33680111973,0.0,800.5692370412304
SKU01371,Home & Kitchen,Cookware,2025-10-03,0,27,7,27,230.96078176517418,3163.900354480607,3059.1623043555633,3277.388329146341,27,257.96078176517415,230.96078176517415,4745.85053172091,0.0,True,False,Reorder Now,Raise replenishment order,907.68,1277.61,295077.80439100415,0.0,295077.80439100415,230.96078176517415,0.0
SKU03235,Apparel & Footwear,Footwear,2025-08-26,398,0,7,109,5.700282781034246,79.8806702713558,0.0,193.3686449370902,398,114.70028278103425,0.0,119.8210054070337,278.1789945929663,False,True,Markdown / Clear,Review markdown / clearance,1052.65,1648.55,0.0,292825.118658286,292825.118658286,0.0,278.1789945929663
SKU04157,Electronics & Accessories,Small Appliances,2025-12-04,58,0,7,57,109.60258372518412,1510.7694161596091,1406.0313660345655,1624.2573908253435,58,166.6025837251841,108.6025837251841,2266.1541242394137,0.0,True,False,Reorder Now,Raise replenishment order,2028.35,2678.35,290875.7301203468,0.0,290875.7301203468,108.6025837251841,0.0
SKU01189,Apparel & Footwear,Footwear,2025-10-03,0,52,7,52,125.06671518482257,1781.4406937030328,1676.702643577989,1894.928668368767,52,177.06671518482256,125.06671518482256,2672.1610405545493,0.0,True,False,Reorder Now,Raise replenishment order,1412.47,2299.8,287628.43158205494,0.0,287628.43158205494,125.06671518482256,0.0
SKU02780,Health & Wellness,First Aid,2025-09-01,600,0,7,138,4.600447006060532,72.54858408752392,0.0,186.03655875325833,600,142.60044700606053,0.0,108.82287613128588,491.17712386871415,False,True,Markdown / Clear,Review markdown / clearance,569.66,791.92,0.0,279803.96038305166,279803.96038305166,0.0,491.17712386871415
SKU03173,Apparel & Footwear,Kids Wear,2025-09-01,298,0,7,71,5.27907820743614,72.45326067669403,0.0,185.94123534242843,298,76.27907820743614,0.0,108.67989101504105,189.32010898495895,False,True,Markdown / Clear,Review markdown / clearance,1441.24,1889.92,0.0,272855.71387348225,272855.71387348225,0.0,189.32010898495895
SKU04212,Apparel & Footwear,Footwear,2025-09-02,352,0,7,76,5.225446925334052,77.07847922974443,0.0,190.56645389547884,352,81.22544692533405,0.0,115.61771884461665,236.38228115538334,False,True,Markdown / Clear,Review markdown / clearance,1094.51,1540.6,0.0,258722.7705473786,258722.7705473786,0.0,236.38228115538334
SKU02546,Personal Care,Bath & Body,2025-09-02,964,0,7,213,5.206476302647591,71.07110024436639,0.0,184.55907491010078,964,218.2064763026476,0.0,106.60665036654959,857.3933496334504,False,True,Markdown / Clear,Review markdown / clearance,295.34,521.52,0.0,253222.5518807432,253222.5518807432,0.0,857.3933496334504
SKU04152,Health & Wellness,OTC Medicine,2025-09-02,429,0,7,90,5.384031565010556,72.3000008517381,0.0,185.7879755174725,429,95.38403156501056,0.0,108.45000127760716,320.54999872239284,False,True,Markdown / Clear,Review markdown / clearance,769.38,1148.97,0.0,246624.7580170346,246624.7580170346,0.0,320.54999872239284
SKU00354,Home & Kitchen,Home Decor,2025-08-29,472,0,7,130,5.370219226200035,76.12370658432263,0.0,189.61168125005705,472,135.37021922620005,0.0,114.18555987648395,357.8144401235161,False,True,Markdown / Clear,Review markdown / clearance,680.1,1108.74,0.0,243349.60072800328,243349.60072800328,0.0,357.8144401235161
SKU01363,Electronics & Accessories,Mobile Accessories,2025-12-04,19,8,7,27,75.16682686747558,967.9279973216142,863.1899471965705,1081.4159719873487,27,102.16682686747558,75.16682686747558,1451.8919959824211,0.0,True,False,Reorder Now,Raise replenishment order,2002.05,3184.6,239376.2768421627,0.0,239376.2768421627,75.16682686747558,0.0
SKU01310,Frozen Foods,Frozen Meat,2025-08-21,593,0,7,148,4.493848318211324,73.38062643187213,0.0,186.86860109760653,593,152.49384831821132,0.0,110.07093964780819,482.9290603521918,False,True,Markdown / Clear,Review markdown / clearance,477.85,735.63,0.0,230767.65148929486,230767.65148929486,0.0,482.9290603521918
SKU02194,Electronics & Accessories,Batteries,2025-08-26,409,0,7,84,4.706423019344857,71.69022212652824,0.0,185.17819679226264,409,88.70642301934485,0.0,107.53533318979237,301.46466681020763,False,True,Markdown / Clear,Review markdown / clearance,747.38,1082.06,0.0,225308.66268061296,225308.66268061296,0.0,301.46466681020763
SKU04571,Frozen Foods,Ready Meals,2025-12-10,43,24,7,67,259.0209225889693,3993.5621049103893,3888.8240547853457,4107.050079576124,67,326.0209225889693,259.0209225889693,5990.3431573655835,0.0,True,False,Reorder Now,Raise replenishment order,532.19,868.52,224964.8516869716,0.0,224964.8516869716,259.0209225889693,0.0
SKU02692,Electronics & Accessories,Mobile Accessories,2025-10-08,0,198,7,198,107.31338856222598,1435.5915939109018,1330.8535437858582,1549.0795685766363,198,305.313388562226,107.31338856222601,2153.3873908663527,0.0,True,False,Reorder Now,Raise replenishment order,1551.16,2095.03,224824.76843952038,0.0,224824.76843952038,107.31338856222601,0.0
SKU01542,Home & Kitchen,Home Decor,2025-09-01,249,0,7,60,5.112209781822244,72.86813211893211,0.0,186.3561067846665,249,65.11220978182224,0.0,109.30219817839816,139.69780182160184,False,True,Markdown / Clear,Review markdown / clearance,1593.84,2612.73,0.0,222655.94445534187,222655.94445534187,0.0,139.69780182160184
SKU03627,Frozen Foods,Ready Meals,2025-08-31,411,0,7,90,4.9759924359557965,74.07647020237759,0.0,187.564444868112,411,94.9759924359558,0.0,111.11470530356638,299.8852946964336,False,True,Markdown / Clear,Review markdown / clearance,735.55,1083.01,0.0,220580.62851396174,220580.62851396174,0.0,299.8852946964336
SKU02408,Home & Kitchen,Home Decor,2025-09-01,342,0,7,87,5.432842913922642,72.38330739148269,0.0,185.8712820572171,342,92.43284291392264,0.0,108.57496108722404,233.42503891277596,False,True,Markdown / Clear,Review markdown / clearance,933.01,1619.55,0.0,217787.89555600908,217787.89555600908,0.0,233.42503891277596
SKU00994,Home & Kitchen,Home Decor,2025-10-11,0,51,7,51,359.10992843303177,5314.504087466197,5209.766037341153,5427.992062131932,51,410.10992843303177,359.10992843303177,7971.756131199296,0.0,True,False,Reorder Now,Raise replenishment order,395.46,602.13,216230.86120738141,0.0,216230.86120738141,359.10992843303177,0.0
SKU04364,Home & Kitchen,Storage & Containers,2025-12-24,276,0,7,94,5.732557516161453,82.8271795273573,0.0,196.3151541930917,276,99.73255751616145,0.0,124.24076929103595,151.75923070896405,False,True,Markdown / Clear,Review markdown / clearance,1398.87,2159.21,0.0,212291.43506184852,212291.43506184852,0.0,151.75923070896405
SKU00728,Electronics & Accessories,Mobile Accessories,2025-10-10,0,49,7,49,59.43956118944319,833.2057453081592,728.4676951831153,946.6937199738935,49,108.4395611894432,59.4395611894432,1249.8086179622387,0.0,True,False,Reorder Now,Raise replenishment order,2593.79,3555.73,211351.03090813887,0.0,211351.03090813887,59.4395611894432,0.0
SKU04665,Electronics & Accessories,Batteries,2025-08-31,340,0,7,98,5.042697432935055,74.15911306485535,0.0,187.64708773058976,340,103.04269743293506,0.0,111.23866959728302,228.76133040271696,False,True,Markdown / Clear,Review markdown / clearance,920.86,1605.02,0.0,210657.15871464595,210657.15871464595,0.0,228.76133040271696
SKU02907,Apparel & Footwear,Kids Wear,2025-08-31,296,0,7,94,5.527389993453293,75.79532894347486,0.0,189.28330360920927,296,99.5273899934533,0.0,113.69299341521229,182.3070065847877,False,True,Markdown / Clear,Review markdown / clearance,1152.38,1495.16,0.0,210086.94824817768,210086.94824817768,0.0,182.3070065847877
SKU04987,Home Care,Dishwashing,2025-08-24,762,0,7,179,5.023441154463223,70.3099512283713,0.0,183.7979258941057,762,184.02344115446323,0.0,105.46492684255696,656.5350731574431,False,True,Markdown / Clear,Review markdown / clearance,313.75,421.88,0.0,205987.87920314778,205987.87920314778,0.0,656.5350731574431
SKU02211,Health & Wellness,Vitamins & Supplements,2025-09-01,383,0,7,65,5.824719300583938,80.7245539495063,0.0,194.2125286152407,383,70.82471930058394,0.0,121.08683092425946,261.91316907574054,False,True,Markdown / Clear,Review markdown / clearance,779.6,1230.59,0.0,204187.50661144734,204187.50661144734,0.0,261.91316907574054
SKU04470,Home & Kitchen,Storage & Containers,2025-12-24,251,0,7,84,5.2198719177158015,71.88875348013664,0.0,185.37672814587106,251,89.2198719177158,0.0,107.83313022020496,143.16686977979504,False,True,Markdown / Clear,Review markdown / clearance,1387.45,2062.67,0.0,198636.87347597664,198636.87347597664,0.0,143.16686977979504
SKU04551,Home & Kitchen,Cookware,2025-11-16,93,0,7,62,109.62212139542822,1587.6624714727272,1482.9244213476834,1701.1504461384616,93,171.62212139542822,78.62212139542822,2381.4937072090906,0.0,True,False,Reorder Now,Raise replenishment order,1452.98,2498.23,196416.14233370064,0.0,196416.14233370064,78.62212139542822,0.0
SKU01423,Electronics & Accessories,Mobile Accessories,2025-08-28,209,0,7,54,5.586648413430417,77.74812169561847,0.0,191.23609636135288,209,59.58664841343042,0.0,116.6221825434277,92.3778174565723,False,True,Markdown / Clear,Review markdown / clearance,2040.58,2866.27,0.0,188504.3267455323,188504.3267455323,0.0,92.3778174565723
SKU00927,Electronics & Accessories,Mobile Accessories,2025-12-26,304,0,7,164,7.01498863889149,95.9284053399241,0.4386901847945416,209.41638000565848,304,171.01498863889148,0.0,143.89260800988615,160.10739199011385,False,True,Markdown / Clear,Review markdown / clearance,1170.26,1598.84,0.0,187367.27655035062,187367.27655035062,0.0,160.10739199011385
SKU04215,Frozen Foods,Frozen Meat,2025-08-27,592,0,7,100,5.219759499389958,71.99657672845879,0.0,185.48455139419318,592,105.21975949938995,0.0,107.99486509268819,484.0051349073118,False,True,Markdown / Clear,Review markdown / clearance,384.81,508.26,0.0,186250.01596368264,186250.01596368264,0.0,484.0051349073118
SKU02576,Health & Wellness,OTC Medicine,2025-08-31,530,0,7,90,5.118645146106554,69.37497483564759,0.0,182.862949501382,530,95.11864514610656,0.0,104.06246225347138,425.9375377465286,False,True,Markdown / Clear,Review markdown / clearance,431.22,633.16,0.0,183672.7850270581,183672.7850270581,0.0,425.9375377465286
SKU01582,Home & Kitchen,Cookware,2025-08-28,289,0,7,92,5.631950660335465,77.95628507178586,0.0,191.44425973752027,289,97.63195066033546,0.0,116.93442760767878,172.0655723923212,False,True,Markdown / Clear,Review markdown / clearance,1052.77,1469.26,0.0,181145.472647464,181145.472647464,0.0,172.0655723923212
SKU01264,Apparel & Footwear,Men's Wear,2025-08-31,394,0,7,76,5.333795772076322,81.52840826949873,0.0,195.01638293523314,394,81.33379577207633,0.0,122.29261240424809,271.7073875957519,False,True,Markdown / Clear,Review markdown / clearance,659.92,1108.95,0.0,179305.1392221886,179305.1392221886,0.0,271.7073875957519
SKU02209,Health & Wellness,OTC Medicine,2025-08-26,399,0,7,86,5.2820470371736725,77.33965955149615,0.0,190.82763421723055,399,91.28204703717367,0.0,116.00948932724424,282.99051067275576,False,True,Markdown / Clear,Review markdown / clearance,632.41,980.37,0.0,178966.02885455746,178966.02885455746,0.0,282.99051067275576
SKU02267,Health & Wellness,OTC Medicine,2025-09-02,535,0,7,97,5.596299075234734,75.23086745098095,0.0,188.71884211671536,535,102.59629907523474,0.0,112.84630117647143,422.15369882352854,False,True,Markdown / Clear,Review markdown / clearance,415.23,595.15,0.0,175290.88036249377,175290.88036249377,0.0,422.15369882352854
SKU03484,Apparel & Footwear,Footwear,2025-08-22,306,0,7,75,5.175119848278126,73.39215377540376,0.0,186.88012844113817,306,80.17511984827813,0.0,110.08823066310563,195.91176933689437,False,True,Markdown / Clear,Review markdown / clearance,861.67,1430.82,0.0,168811.29428452175,168811.29428452175,0.0,195.91176933689437
SKU04409,Apparel & Footwear,Footwear,2025-11-21,202,0,7,78,5.72168374650961,78.15961040250119,0.0,191.6475850682356,202,83.72168374650961,0.0,117.23941560375178,84.76058439624822,False,True,Markdown / Clear,Review markdown / clearance,1975.87,2585.87,0.0,167475.89589101495,167475.89589101495,0.0,84.76058439624822
SKU04516,Apparel & Footwear,Kids Wear,2025-12-31,291,0,7,186,7.019265684090014,100.49008171527234,0.5788124373417335,213.97805638100675,291,193.01926568409002,0.0,150.7351225729085,140.2648774270915,False,True,Markdown / Clear,Review markdown / clearance,1193.17,1767.67,0.0,167359.84379968277,167359.84379968277,0.0,140.2648774270915
SKU04996,Apparel & Footwear,Women's Wear,2025-08-30,372,0,7,71,5.028046684552858,70.95676323971341,0.0,184.4447379054478,372,76.02804668455286,0.0,106.43514485957012,265.56485514042987,False,True,Markdown / Clear,Review markdown / clearance,620.41,1057.53,0.0,164759.0917776741,164759.0917776741,0.0,265.56485514042987
SKU03780,Electronics & Accessories,Mobile Accessories,2025-12-28,228,0,7,89,6.970106495513567,99.28040911293911,0.9195158861622,212.7683837786735,228,95.97010649551356,0.0,148.92061366940868,79.07938633059132,False,True,Markdown / Clear,Review markdown / clearance,2069.55,3123.93,0.0,163658.74398047526,163658.74398047526,0.0,79.07938633059132
SKU03992,Home & Kitchen,Cookware,2025-12-30,404,0,7,147,10.57491532205532,141.03752124878508,36.299471123741284,254.52549591451947,404,157.57491532205532,0.0,211.55628187317762,192.44371812682238,False,True,Markdown / Clear,Review markdown / clearance,834.2,1113.75,0.0,160536.54966139523,160536.54966139523,0.0,192.44371812682238
SKU03414,Apparel & Footwear,Women's Wear,2025-08-30,383,0,7,68,5.907561018132748,80.12433131842089,0.0,193.61230598415528,383,73.90756101813275,0.0,120.18649697763132,262.81350302236865,False,True,Markdown / Clear,Review markdown / clearance,604.83,958.95,0.0,158957.49103301924,158957.49103301924,0.0,262.81350302236865
SKU00531,Electronics & Accessories,Mobile Accessories,2025-12-26,67,23,7,90,52.29774421432935,725.7665678344623,621.0285177094186,839.2545425001967,90,142.29774421432936,52.297744214329356,1088.6498517516934,0.0,True,False,Reorder Now,Raise replenishment order,1920.98,2949.96,154276.25352250302,0.0,154276.25352250302,52.297744214329356,0.0
SKU03210,Frozen Foods,Ready Meals,2025-09-01,317,0,7,75,6.634604219151954,86.10662579390893,0.0,199.59460045964335,317,81.63460421915195,0.0,129.15993869086338,187.84006130913662,False,True,Markdown / Clear,Review markdown / clearance,810.37,1127.93,0.0,152219.95048308503,152219.95048308503,0.0,187.84006130913662
SKU03580,Health & Wellness,OTC Medicine,2025-08-29,445,0,7,100,5.4351908286660136,74.58504261691243,0.0,188.07301728264684,445,105.43519082866601,0.0,111.87756392536865,333.12243607463137,False,True,Markdown / Clear,Review markdown / clearance,447.71,659.95,0.0,149142.2458549732,149142.2458549732,0.0,333.12243607463137
SKU03320,Home & Kitchen,Cookware,2025-08-31,519,0,7,125,6.08862781958952,75.44225576344688,0.0,188.93023042918128,519,131.08862781958953,0.0,113.16338364517031,405.8366163548297,False,True,Markdown / Clear,Review markdown / clearance,359.85,626.69,0.0,146040.30639528547,146040.30639528547,0.0,405.8366163548297
SKU04154,Grocery,Spices & Seasoning,2025-12-28,110,0,7,55,469.25143024754607,6963.3975761637985,6858.659526038755,7076.885550829533,110,524.2514302475461,414.25143024754607,10445.096364245697,0.0,True,False,Reorder Now,Raise replenishment order,224.67,351.77,145721.22561817928,0.0,145721.22561817928,414.25143024754607,0.0
SKU00170,Apparel & Footwear,Men's Wear,2025-08-29,268,0,7,63,5.3084556383876205,73.81832384118285,0.0,187.30629850691724,268,68.30845563838761,0.0,110.72748576177426,157.27251423822574,False,True,Markdown / Clear,Review markdown / clearance,909.39,1241.29,0.0,143022.0517231001,143022.0517231001,0.0,157.27251423822574
SKU03007,Apparel & Footwear,Men's Wear,2025-12-18,219,0,7,80,6.719796999162188,92.69679774879795,0.0,206.18477241453235,219,86.71979699916218,0.0,139.04519662319692,79.95480337680308,False,True,Markdown / Clear,Review markdown / clearance,1787.31,2447.79,0.0,142904.01962339392,142904.01962339392,0.0,79.95480337680308
SKU01915,Health & Wellness,Vitamins & Supplements,2025-09-01,465,0,7,94,5.253207410657335,70.34421179380459,0.0,183.83218645953897,465,99.25320741065734,0.0,105.51631769070688,359.4836823092931,False,True,Markdown / Clear,Review markdown / clearance,388.67,677.32,0.0,139720.52280315297,139720.52280315297,0.0,359.4836823092931
SKU02302,Home & Kitchen,Home Decor,2025-08-18,210,0,7,42,4.9181456058775606,71.76775395649894,0.0,185.25572862223333,210,46.91814560587756,0.0,107.6516309347484,102.3483690652516,False,True,Markdown / Clear,Review markdown / clearance,1352.92,1747.82,0.0,138469.1554757602,138469.1554757602,0.0,102.3483690652516
SKU01299,Electronics & Accessories,Mobile Accessories,2025-11-24,211,0,7,89,6.695641527560588,89.70334942861712,0.0,203.19132409435153,211,95.69564152756058,0.0,134.55502414292567,76.44497585707433,False,True,Markdown / Clear,Review markdown / clearance,1806.91,2565.74,0.0,138129.19132590617,138129.19132590617,0.0,76.44497585707433
SKU00858,Frozen Foods,Ice Cream,2025-09-01,445,0,7,75,5.601632909601931,75.60542475961641,0.0,189.0933994253508,445,80.60163290960193,0.0,113.40813713942461,331.59186286057536,False,True,Markdown / Clear,Review markdown / clearance,416.42,702.78,0.0,138081.4835324008,138081.4835324008,0.0,331.59186286057536
SKU00873,Home & Kitchen,Cookware,2025-12-30,234,0,7,80,6.519690188607828,88.61480896685657,0.0,202.10278363259098,234,86.51969018860783,0.0,132.92221345028486,101.07778654971514,False,True,Markdown / Clear,Review markdown / clearance,1357.53,1732.6,0.0,137216.1275748348,137216.1275748348,0.0,101.07778654971514
